关卡id	副本类型	关卡地形	关卡类型	章节（玩法）	关卡	章节（顺序）	前置关卡	大章名	关卡名称	关卡描述	关卡图标	首次通关送魂石	首次通关奖励	小怪id	精英id	BOSS id	陷阱id	npcId	寻路建筑Id	不寻路建筑Id	推荐战力	可否重复打	是否评星	开启等级	次数	魔晶掉落	金币掉落	道具掉落1	道具掉落2	道具掉落3	道具掉落4	道具掉落5	道具掉落6	召唤师经验	英雄经验	消耗体力	任务名称1	任务名称2	任务名称3	游戏失败原因	胜利触发教程	失败触发教程	开始战斗图片	剧情数据	镜头动画数据	副本气泡
40506	1	level05_06	Level	5	6	18	40505	第18章	奇幻之巢07	0	iconHQ_01			405061,405062,999116					405064	999002	223642	1	1	45	99	10	1720		110221&2&1	110231&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	保护魔能水晶	水晶生命高于70%	找到2个宝箱	0			label_mission15	0	0	
40507	1	level05_02	Level	5	7	18	40506	第18章	奇幻之巢08	0	iconHQ_01			405061,405062,999116	405011						223742	0	0	45	99	10	1720	121051&100&17	110221&2&1	110231&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
40508	1	level05_02	Level	5	8	18	40507	第18章	奇幻之巢09	0	iconHQ_01			405061,405062,999116	405021						223842	0	0	45	99	10	1720	121051&100&17	110221&2&1	110231&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
40509	1	level05_09	Level	5	9	18	40508	第18章	奇幻之巢10	0	iconHQ_01			405091,405092,999116	405094					999002	224476	1	1	45	99	10	1720		110121&2&1	110131&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	截杀目标	找到3个宝箱	没有英雄死亡	0			label_mission12	b&105092	0	
40510	1	level05_02	Level	5	10	18	40509	第18章	奇幻之巢11	0	iconHQ_01			405091,405092,999116	405011						224576	0	0	45	99	10	1720	121051&100&17	110121&2&1	110131&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
40511	1	level05_02	Level	5	11	18	40510	第18章	奇幻之巢12	0	iconHQ_01			405091,405092,999116	405021						224676	0	0	45	99	10	1720	121051&100&17	110121&2&1	110131&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
40512	1	level05_12	Level	5	12	18	40511	第18章	奇幻之巢13	0	iconHQ_01		122123&30	405121,405122,999116		405124,405125			999003	405126	228418	1	1	45	99	10	1720		110421&2&1	110431&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀BOSS	击杀25个小怪	3分钟内通关	0			label_mission10	0	0	
40600	1	level06_00	Level	6	0	19	40512	第19章	和平之城01	0	iconHQ_01			406001,406002,406003	406005				406004		266118	1	1	49	99	10	1750		110321&2&1	110331&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	解救人质	没有英雄死亡	击杀守卫	0			label_mission17	b&106002	0	
40601	1	level06_02	Level	6	1	19	40600	第19章	和平之城02	0	iconHQ_01			406001,406002,406011	406012						266218	0	0	49	99	10	1750	121051&100&18	110321&2&1	110331&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40602	1	level06_02	Level	6	2	19	40601	第19章	和平之城03	0	iconHQ_01			406001,406002,406011	406021						266318	0	0	49	99	10	1750	121051&100&18	110321&2&1	110331&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40603	1	level06_03	Level	6	3	19	40602	第19章	和平之城04	0	iconHQ_01			406031,406032,406033,999117	406035				406036		267243	1	1	49	99	10	1750		110021&2&1	110031&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	守护水晶	水晶生命高于50%	没有英雄死亡	0			label_mission15	0	0	
40604	1	level06_02	Level	6	4	19	40603	第19章	和平之城05	0	iconHQ_01			406031,406032,406033	406042						267343	0	0	49	99	10	1750	121051&100&18	110021&2&1	110031&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40605	1	level06_02	Level	6	5	19	40604	第19章	和平之城06	0	iconHQ_01			406031,406032,406033	406051						267443	0	0	49	99	10	1750	121051&100&18	110021&2&1	110031&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40606	1	level06_06	Level	6	6	19	40605	第19章	和平之城07	0	iconHQ_01			406061,406062,406063,999117	406065			406066			271633	1	1	49	99	10	1750		110221&2&1	110231&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	护送目标离开	NPC生命高于50%	没有英雄死亡	0			label_mission14	b&106062	0	
40607	1	level06_02	Level	6	7	19	40606	第19章	和平之城08	0	iconHQ_01			406061,406062,406063	406042						271733	0	0	49	99	10	1750	121051&100&18	110221&2&1	110231&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40608	1	level06_02	Level	6	8	19	40607	第19章	和平之城09	0	iconHQ_01			406061,406062,406063	406051						271833	0	0	49	99	10	1750	121051&100&18	110221&2&1	110231&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40609	1	level06_09	Level	6	9	19	40608	第19章	和平之城10	0	iconHQ_01			406061,406062,406063,999117	406096,406095					999002	272758	1	1	49	99	10	1750		110121&2&1	110131&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	截杀目标	没有英雄死亡	找到3个宝箱	0			label_mission12	b&106092	0	
40610	1	level06_02	Level	6	10	19	40609	第19章	和平之城11	0	iconHQ_01			406091,406092,406093	406042						272858	0	0	49	99	10	1750	121051&100&18	110121&2&1	110131&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40611	1	level06_02	Level	6	11	19	40610	第19章	和平之城12	0	iconHQ_01			406091,406092,406093	406051						272958	0	0	49	99	10	1750	121051&100&18	110121&2&1	110131&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀守关精英	0	0	0			label_mission17	0	0	
40612	1	level06_12	Level	6	12	19	40611	第19章	和平之城13	0	iconHQ_01		122123&30	406121,406122,406123,999117	406125,406126	406127	999117				277159	1	1	49	99	10	1750		110421&2&1	110431&1&1	119998&40&1		121998&20&1,123001&5&1	6	230	6	击杀BOSS	没有英雄死亡	3分钟内通关	0			label_mission10	0	0	
40700	1	level07_00	Level	7	0	20	40612	第20章	机械之都01	0	iconHQ_01			407001,407002,407003,407004	407005				999003	999002	443094	1	1	53	99	10	1780		110321&2&1	110331&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀BOSS	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
40701	1	level07_02	Level	7	1	20	40700	第20章	机械之都02	0	iconHQ_01			407001,407002,407003	407011						443194	0	0	53	99	10	1780	121051&100&19	110321&2&1	110331&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40702	1	level07_02	Level	7	2	20	40701	第20章	机械之都03	0	iconHQ_01			407001,407002,407004	407021						443294	0	0	53	99	10	1780	121051&100&19	110321&2&1	110331&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40703	1	level07_03	Level	7	3	20	40702	第20章	机械之都04	0	iconHQ_01			407031,407032,407033,407034,999119	407036			407037	407038		444636	1	1	53	99	10	1780		110021&2&1	110031&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	保护人质安全	没有水晶被破坏	没有英雄死亡	0			label_mission15	b&107032	0	
40704	1	level07_02	Level	7	4	20	40703	第20章	机械之都05	0	iconHQ_01			407031,407032,407033	407011						444736	0	0	53	99	10	1780	121051&100&19	110021&2&1	110031&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40705	1	level07_02	Level	7	5	20	40704	第20章	机械之都06	0	iconHQ_01			407031,407032,407034	407021						444836	0	0	53	99	10	1780	121051&100&19	110021&2&1	110031&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40706	1	level07_06	Level	7	6	20	40705	第20章	机械之都07	0	iconHQ_01			407061,407062,407063	407065				407066		446088	1	1	53	99	10	1780		110221&2&1	110231&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	逃脱追杀	没有英雄死亡	击杀所有小怪	0			label_mission13	0	0	
40707	1	level07_02	Level	7	7	20	40706	第20章	机械之都08	0	iconHQ_01			407061,407062,407063	407011						446188	0	0	53	99	10	1780	121051&100&19	110221&2&1	110231&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40708	1	level07_02	Level	7	8	20	40707	第20章	机械之都09	0	iconHQ_01			407061,407061,407081	407021						446288	0	0	53	99	10	1780	121051&100&19	110221&2&1	110231&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40709	1	level07_09	Level	7	9	20	40708	第20章	机械之都10	0	iconHQ_01			407091,407092,407093,999119	407095		407097,407098			999002,999003	452688	1	1	53	99	10	1780		110121&2&1	110131&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀BOSS	找到4个宝箱	没有英雄死亡	0			label_mission17	0	0	
40710	1	level07_02	Level	7	10	20	40709	第20章	机械之都11	0	iconHQ_01			407091,407092,407093	407011						452788	0	0	53	99	10	1780	121051&100&19	110121&2&1	110131&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40711	1	level07_02	Level	7	11	20	40710	第20章	机械之都12	0	iconHQ_01			407091,407092,407081	407021						452888	0	0	53	99	10	1780	121051&100&19	110121&2&1	110131&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀守关精英	0	0	0			label_mission17	0	0	
40712	1	level07_12	Level	7	12	20	40711	第20章	机械之都13	0	iconHQ_01		122123&30	407121,407122,407123,999119	407125,407127	407128		407126	407129		459208	1	1	53	99	10	1780		110421&2&1	110431&1&1	119998&45&1		121998&20&1,123001&5&1	6	240	6	击杀BOSS	阻止霍尔联系援兵	保护水晶不被破坏	0			label_mission10	b&107122	0	
20100	2	level01_00	Level	1	0	1	10100	第1章	废城历险01	0	iconHQ_02			201001	201002						1000	1	1	1	3	7	1200	122123&10&1	121051&100&2	121011&25&1	110501&50&1		121998&20&1,123001&5&1	12	48	12	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
20103	2	level01_03	Level	1	3	1	20100	第1章	废城历险02	0	iconHQ_02			201001,201031	201002						1200	1	1	1	3	7	1200	122120&10&1	121051&100&2	121021&25&1	110701&50&1		121998&20&1,123001&5&1	12	48	12	击杀全部怪物	收集6颗龙珠	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission16	0	0	
20106	2	level01_06	Guard	1	6	1	20103	第1章	废城历险03	0	iconHQ_02			201061,201062,201061	201065				201064		1400	1	1	1	3	7	1200	122103&10&1	121051&100&2	121031&25&1	110601&50&1		121998&20&1,123001&5&1	12	48	12	保护魔能水晶	水晶血量高于20%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
20109	2	level01_09	Run	1	9	1	20106	第1章	废城历险04	0	iconHQ_02			201061	201092	201093		101096	201094,101095		1600	1	1	1	3	7	1200	122105&10&1	121051&100&2	121001&25&1	110801&50&1		121998&20&1,123001&5&1	12	48	12	逃脱巨魔兽追杀	英雄生命高于20%	击杀精英怪	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,太慢了，BOSS把您吸成了人干！			label_mission13	a&101091	0	
20112	2	level01_12	Level	1	12	1	20109	第1章	废城历险05	0	iconHQ_02		122103&5	201061,201062,201122	201123,201125,201123	201124					1800	1	1	1	3	7	1200	122109&10&1	121051&100&2	131202&25&1	131101&50&1		121998&20&1,123001&5&1	12	48	12	击杀巨魔兽	2分钟内通关	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	b&101122	0	
20200	2	level02_00	Level	2	0	2	20112,10212	第2章	城镇冒险01	0	iconHQ_02			202001,202002	202003				202004,999003		1900	1	1	1	3	9	1500	122116&10&1	121051&100&2	121011&25&1	110501&50&1	119997&50&1	121998&20&1,123001&5&1	12	52	12	击杀大菠萝	英雄生命高于50%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
20203	2	level02_03	Level	2	3	2	20200	第2章	城镇冒险02	0	iconHQ_02			202031,202032,999103	202034			202035	202036,101095		2145	1	1	1	3	9	1500	122102&10&1	121051&100&2	121021&25&1	110701&50&1	119997&50&1	121998&20&1,123001&5&1	12	52	12	护送目标离开	没有英雄死亡	NPC生命高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,惨烈！您的英雄全部阵亡！;5,不透露姓名的NPC遗憾告别了这个世界……			label_mission14	c&102033	0	
20206	2	level02_09	Level	2	9	2	20203	第2章	城镇冒险03	0	iconHQ_02			202031,202032	202003,202064						2264	1	1	1	3	9	1500	122104&10&1	121051&100&2	121031&25&1	110601&50&1	119997&50&1	121998&20&1,123001&5&1	12	52	12	截杀运输队长	没有英雄死亡	1分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	0	0	
20209	2	level02_06	Level	2	6	2	20206	第2章	城镇冒险04	0	iconHQ_02			202031,202032,999103	202034,202097			202096	202095,101095		2370	1	1	1	3	9	1500	122127&10&1	121051&100&2	121001&25&1	110801&50&1	119997&50&1	121998&20&1,123001&5&1	12	52	12	保护魔能水晶	水晶生命高于50%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被士兵摧毁！			label_mission15	b&102092	0	
20212	2	level02_12	Level	2	12	2	20209	第2章	城镇冒险05	0	iconHQ_02		122103&5	202121,202122	202124,202126	202125	999103				2512	1	1	1	3	9	1500	122114&10&1	121051&100&2	131202&25&1	131101&50&1	119997&50&1	121998&20&1,123001&5&1	12	52	12	击杀boss	没有英雄死亡	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,惨烈！您的英雄全部阵亡！			label_mission10	0	0	
20300	2	level03_00	Level	3	0	3	20212,10312	第3章	都市废墟01	0	iconHQ_02			203001,203002,999104	203006		203004,203005		999003	999002	2979	1	1	1	3	9	1800	122117&10&1	121051&100&2	121011&25&1	110501&75&1	119997&50&1	121998&20&1,123001&5&1	12	60	12	击杀boss	打开2个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
20303	2	level03_03	Hide	3	3	3	20300	第3章	都市废墟02	0	iconHQ_02				203031		203032				2981	1	1	1	3	9	1800	122113&10&1	121051&100&2	121021&25&1	110701&75&1	119997&50&1	121998&20&1,123001&5&1	12	60	12	击败守护者	英雄生命高于20%	收集30个魔能碎片	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
20306	2	level03_06	Guard	3	6	3	20303	第3章	都市废墟03	0	iconHQ_02			203062,203061,999104	203065			203064		999002	3011	1	1	1	3	9	1800	122125&10&1	121051&100&2	121031&25&1	110601&75&1	119997&50&1	121998&20&1,123001&5&1	12	60	12	护送目标离开	没有英雄死亡	目标血高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,更嚣张的狂徒遗憾告别了这个世界……			label_mission14	b&103062	0	
20309	2	level03_09	Level	3	9	3	20306	第3章	都市废墟04	0	iconHQ_02			203062,203061	203093		203095			999002	3080	1	1	1	3	9	1800	122111&10&1	121051&100&2	121001&25&1	110801&75&1	119997&50&1	121998&20&1,123001&5&1	12	60	12	截杀报信者	打开3个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	b&103092	0	
20312	2	level03_12	Level	3	12	3	20309	第3章	都市废墟05	0	iconHQ_02		122103&10	203121,203122,999104		203125	203126		203127,999003		3419	1	1	1	3	9	1800	122120&10&1	121051&100&2	131202&25&1	131101&75&1	119997&50&1	121998&20&1,123001&5&1	12	60	12	击杀boss	水晶不被摧毁	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
20400	2	level04_00	Level	4	0	4	20312,10412	第4章	智能军团01	0	iconHQ_02			204001,204002,999106	204005			204004			6249	1	1	1	3	10	2160	122122&10&1	121051&100&2	121012&15&1	110511&5&1	119997&65&1	121998&20&1,123001&5&1	12	120	12	护送目标离开	NPC生命高于70%	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104002	0	
20403	2	level04_03	Level	4	3	4	20400	第4章	智能军团02	0	iconHQ_02			204033,204034,999106	204035		204031,204032		999003		6267	1	1	1	3	10	2160	122118&10&1	121051&100&2	121022&15&1	110711&5&1	119997&65&1	121998&20&1,123001&5&1	12	120	12	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
20406	2	level04_06	Level	4	6	4	20403	第4章	智能军团03	0	iconHQ_02			204061,204062,999107	204064				204065		6659	1	1	1	3	10	2160	122119&10&1	121051&100&2	121002&15&1	110611&5&1	119997&65&1	121998&20&1,123001&5&1	12	120	12	保护魔能水晶	水晶生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
20409	2	level04_09	Level	4	9	4	20406	第4章	智能军团04	0	iconHQ_02			204091,204092,999107	204094			204095	204096	999002	7164	1	1	1	3	10	2160	122129&10&1	121051&100&2	121032&15&1	110811&5&1	119997&65&1	121998&20&1,123001&5&1	12	120	12	护送目标离开	NPC生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104092	0	
20412	2	level04_12	Level	4	12	4	20409	第4章	智能军团05	0	iconHQ_02		122103&10	204123,204124,999107	204122	204121			999003		7305	1	1	1	3	10	2160	122103&10&1	121051&100&2	131203&15&1	131136&5&1	119997&65&1	121998&20&1,123001&5&1	12	120	12	击杀将军	没有英雄死亡	击杀25个战斗机器人	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
20800	2	level01_00	Level	1	0	5	20412,10812	第5章	陨石之城01	0	iconHQ_02			208001	208002						7599	1	1	1	3	10	2190	122111&10&1	121051&100&2	121012&15&1	110511&7&1	119997&65&1	121998&20&1,123001&5&1	12	124	12	击杀天夜叉	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
20803	2	level01_03	Level	1	3	5	20800	第5章	陨石之城02	0	iconHQ_02			208031,208032	208033						8682	1	1	1	3	10	2190	122123&10&1	121051&100&2	121022&15&1	110711&7&1	119997&65&1	121998&20&1,123001&5&1	12	124	12	击杀全部怪物	收集6颗龙珠	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission16	0	0	
20806	2	level01_06	Guard	1	6	5	20803	第5章	陨石之城03	0	iconHQ_02			208001,208032,208001	208064				208065		9005	1	1	1	3	10	2190	122105&10&1	121051&100&2	121002&15&1	110611&7&1	119997&65&1	121998&20&1,123001&5&1	12	124	12	保护魔能水晶	水晶血量高于20%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
20809	2	level01_09	Run	1	9	5	20806	第5章	陨石之城04	0	iconHQ_02			208001	208063	208091		101096	208092,101095		9329	1	1	1	3	10	2190	122109&10&1	121051&100&2	121032&15&1	110811&7&1	119997&65&1	121998&20&1,123001&5&1	12	124	12	逃脱BOSS追杀	英雄生命高于20%	杀死15个敌人	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,太慢了，BOSS把您吸成了人干！			label_mission13	a&101091	0	
20812	2	level01_12	Level	1	12	5	20809	第5章	陨石之城05	0	iconHQ_02		122103&10	208121,208122,208123	208124,208125,208124	208126					9652	1	1	1	3	10	2190	122116&10&1	121051&100&2	131203&15&1	131136&7&1	119997&65&1	121998&20&1,123001&5&1	12	124	12	击杀巨魔兽	2分钟内通关	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	b&101122	0	
20500	2	level05_00	Level	5	0	6	20812,10512	第6章	异形巢穴01	0	iconHQ_02			205001,205002,999108	205004					999002	11377	1	1	1	3	10	2250	122102&10&1	121051&100&2	121012&15&1	110512&10&1	119997&65&1	121998&20&1,123001&5&1	12	130	12	击杀魔能傀儡	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
20503	2	level05_03	Level	5	3	6	20500	第6章	异形巢穴02	0	iconHQ_02			205031,205032,999110	205034		205036		205035		11541	1	1	1	3	10	2250	122104&10&1	121051&100&2	121022&15&1	110712&10&1	119997&65&1	121998&20&1,123001&5&1	12	130	12	安全逃脱追杀	没有英雄死亡	击杀20个小怪	0			label_mission13	0	0	
20506	2	level05_06	Level	5	6	6	20503	第6章	异形巢穴03	0	iconHQ_02			205061,205062,999110					205064	999002	12543	1	1	1	3	10	2250	122127&10&1	121051&100&2	121002&15&1	110612&10&1	119997&65&1	121998&20&1,123001&5&1	12	130	12	保护魔能水晶	水晶生命高于70%	找到2个宝箱	0			label_mission15	0	0	
20509	2	level05_09	Level	5	9	6	20506	第6章	异形巢穴04	0	iconHQ_02			205091,205092,999110	205094					999002	13443	1	1	1	3	10	2250	122114&10&1	121051&100&2	121032&15&1	110812&10&1	119997&65&1	121998&20&1,123001&5&1	12	130	12	截杀目标	找到3个宝箱	没有英雄死亡	0			label_mission12	b&105092	0	
20512	2	level05_12	Level	5	12	6	20509	第6章	异形巢穴05	0	iconHQ_02		122103&10	205121,205122,999111		205124,205125			999003	205126	14533	1	1	1	3	10	2250	122117&10&1	121051&100&2	131203&15&1	131136&10&1	119997&65&1	121998&20&1,123001&5&1	12	130	12	击杀BOSS	击杀25个小怪	3分钟内通关	0			label_mission10	0	0	
20900	2	level07_00	Level	7	0	7	20512,10912	第7章	科技之堡01	0	iconHQ_02			209001,209002,209003,209004	209005				999003	999002	15021	1	1	1	3	10	2280	122113&10&1	121051&100&2	121012&15&1	110511&12&1	119997&70&1	121998&20&1,123001&5&1	12	136	12	击杀BOSS	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
20903	2	level07_03	Level	7	3	7	20900	第7章	科技之堡02	0	iconHQ_02			209001,209002,209003,209004,999111	209035			209036	209037		15510	1	1	1	3	10	2280	122125&10&1	121051&100&2	121022&15&1	110711&12&1	119997&70&1	121998&20&1,123001&5&1	12	136	12	保护人质安全	没有水晶被破坏	没有英雄死亡	0			label_mission15	b&107032	0	
20906	2	level07_06	Level	7	6	7	20903	第7章	科技之堡03	0	iconHQ_02			209001,209002,209003	209065				209066		15998	1	1	1	3	10	2280	122122&10&1	121051&100&2	121002&15&1	110611&12&1	119997&70&1	121998&20&1,123001&5&1	12	136	12	逃脱追杀	没有英雄死亡	击杀所有小怪	0			label_mission13	0	0	
20909	2	level07_09	Level	7	9	7	20906	第7章	科技之堡04	0	iconHQ_02			209001,209002,209003,999113	209005		209097,209098			999002,999003	16486	1	1	1	3	10	2280	122118&10&1	121051&100&2	121032&15&1	110811&12&1	119997&70&1	121998&20&1,123001&5&1	12	136	12	击杀BOSS	找到4个宝箱	没有英雄死亡	0			label_mission17	0	0	
20912	2	level07_12	Level	7	12	7	20909	第7章	科技之堡05	0	iconHQ_02		122103&10	209001,209002,209003,999113	207125,209125	209128		209126	209129		16975	1	1	1	3	10	2280	122119&10&1	121051&100&2	131203&15&1	131136&12&1	119997&70&1	121998&20&1,123001&5&1	12	136	12	击杀BOSS	阻止敌人联系援兵	保护水晶不被破坏	0			label_mission10	b&107122	0	
20600	2	level06_00	Level	6	0	8	20912,10612	第8章	厄运之都01	0	iconHQ_02			206001,206002,206003	206005				206004		18096	1	1	1	3	12	2325	122129&10&1	121051&100&2	121012&15&1	110512&15&1	119997&70&1	121998&20&1,123001&5&1	12	140	12	解救人质	没有英雄死亡	击杀守卫	0			label_mission17	b&106002	0	
20603	2	level06_03	Level	6	3	8	20600	第8章	厄运之都02	0	iconHQ_02			206031,206032,206033,999110	206035				206036		18419	1	1	1	3	12	2325	122111&10&1	121051&100&2	121022&15&1	110712&15&1	119997&70&1	121998&20&1,123001&5&1	12	140	12	守护水晶	水晶生命高于50%	没有英雄死亡	0			label_mission15	0	0	
20606	2	level06_06	Level	6	6	8	20603	第8章	厄运之都03	0	iconHQ_02			206061,206062,206063,999111	206065			206066			19848	1	1	1	3	12	2325	122120&10&1	121051&100&2	121002&15&1	110612&15&1	119997&70&1	121998&20&1,123001&5&1	12	140	12	护送目标离开	NPC生命高于50%	没有英雄死亡	0			label_mission14	b&106062	0	
20609	2	level06_09	Level	6	9	8	20606	第8章	厄运之都04	0	iconHQ_02			206091,206092,206093,999111	206096,206095					999002	20064	1	1	1	3	12	2325	122123&10&1	121051&100&2	121032&15&1	110812&15&1	119997&70&1	121998&20&1,123001&5&1	12	140	12	截杀目标	没有英雄死亡	找到3个宝箱	0			label_mission12	b&106092	0	
20612	2	level06_12	Level	6	12	8	20609	第8章	厄运之都05	0	iconHQ_02		122103&15	206121,206122,206123,999111	206125,206126	206127	999111				20278	1	1	1	3	12	2325	122105&10&1	121051&100&2	131203&15&1	131136&15&1	119997&70&1	121998&20&1,123001&5&1	12	140	12	击杀BOSS	没有英雄死亡	3分钟内通关	0			label_mission10	0	0	
21000	2	level03_00	Level	3	0	9	20612,11012	第9章	废土之墟01	0	iconHQ_02			210001,210002,999117	210005		210003,210004		999003	999002	22458	1	1	1	3	12	2370	122109&10&1	121051&100&2	121013&15&1	110521&1&1	119997&80&1	121998&20&1,123001&5&1	12	160	12	击杀boss	打开2个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
21003	2	level03_03	Hide	3	3	9	21000	第9章	废土之墟02	0	iconHQ_02				210031		210003				23080	1	1	1	3	12	2370	122116&10&1	121051&100&2	121023&15&1	110721&1&1	119997&80&1	121998&20&1,123001&5&1	12	160	12	击败守护者	英雄生命高于20%	收集30个魔能碎片	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
