Ó¢ÐÛid	ËùÊô½ÇÉ«	½ÇÉ«Ãû×Ö	ÐÔ±ð	Ä£ÐÍÃû³Æ	Í·ÏñÃû³Æ	Ö°Òµ	ÕóÓª	³õÊ¼ÐÇ¼¶	Æ·½×	ÏÂ½×¶Î±àºÅ	Í»ÆÆËùÐèµÈ¼¶	Í»ÆÆÐèÒªÎïÆ·	Í»ÆÆÐèÒª½ðÇ®	½Úµã1Ãû³Æ	½Úµã2Ãû³Æ	½Úµã3Ãû³Æ	½Úµã4Ãû³Æ	½Úµã5Ãû³Æ	½Úµã6Ãû³Æ	½Úµã1Í¼±ê	½Úµã2Í¼±ê	½Úµã3Í¼±ê	½Úµã4Í¼±ê	½Úµã5Í¼±ê	½Úµã6Í¼±ê	½Úµã1ÊôÐÔ	½Úµã2ÊôÐÔ	½Úµã3ÊôÐÔ	½Úµã4ÊôÐÔ	½Úµã5ÊôÐÔ	½Úµã6ÊôÐÔ	»ù´¡ÆøÑª	»ù´¡¹¥»÷	»ù´¡Îï·À	·¨ÊõÇ¿¶È	»ù´¡·¨·À	ÆÆ¼×	´©Í¸	±©»÷	¿¹±©	ÃüÖÐ	ÉÁ±Ü	¹¥»÷ËÙ¶È	ÎüÑª	ÉËº¦¼õÃâ	ÖÎÁÆ¼Ó³É	¹¥ËÙ¼Ó³É°Ù·Ö±È	ÎüÑªÂÊ	ÃâÉËÂÊ	ÖÎÁÆ¼Ó³ÉÂÊ	·¨Ç¿ÏµÊý	³ÐÊÜÉËº¦¼¼ÄÜµã	ÒÆ¶¯ËÙ¶È	¼¼ÄÜ1	¼¼ÄÜ2	¼¼ÄÜ3	¼¼ÄÜ4	¼¼ÄÜ5	¼¼ÄÜ6	¼¼ÄÜ99	ÅÅÐòÈ¨ÖØ	ÆÕÍ¨¹¥»÷																												
101194	119	Ð¡ºÚ	2	darkqueen02	101191	2	4	1	4	101195	48	121051&500;121004&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	35;3000;hpBase&448,attBase&104,defBase&12,wisBase&4,breakArm&108	37;3200;hpBase&448,attBase&104,defBase&12,wisBase&4,evaBase&60	39;3400;hpBase&448,attBase&104,defBase&12,wisBase&4,cri&87	42;3600;hpBase&448,attBase&104,defBase&12,wisBase&4,hit&100	44;3800;hpBase&448,attBase&104,defBase&12,wisBase&4,defCri&34	46;4000;hpBase&448,attBase&104,defBase&12,wisBase&4,attSpeProp&0.1	2969	691.54	79.97	0	27.08	168	0	105	30	100	60	0	0	0	0	0.05	0	0	0	0	20	6	11901	11902	11903	11904	11905	11911	19999	94	11900																												
101195	119	Ð¡ºÚ	2	darkqueen03	101191	2	4	1	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	50;5000;hpBase&560,attBase&130,defBase&15,wisBase&5,breakArm&120	52;5200;hpBase&560,attBase&130,defBase&15,wisBase&5,evaBase&96	54;5400;hpBase&560,attBase&130,defBase&15,wisBase&5,cri&108	56;5600;hpBase&560,attBase&130,defBase&15,wisBase&5,hit&160	58;5800;hpBase&560,attBase&130,defBase&15,wisBase&5,defCri&36	60;6000;hpBase&560,attBase&130,defBase&15,wisBase&5,attSpeProp&0.1	5657	1315.54	151.97	0	51.08	276	0	192	64	200	120	0	0	0	0	0.15	0	0	0	0	20	6	11901	11902	11903	11904	11905	11911	19999	95	11900																												
101201	120	¾ÅÎ²ºü	2	fox01	101201	3	6	1	1	101202	12	121051&30;121021&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	4;300;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,penetrate&24	10;400;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,evaBase&10	0	0	0	0	62.7	14	1.97	21	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	20	6	12001	12002	12003	12011	12004	12012	19999	96	12000																												
101202	120	¾ÅÎ²ºü	2	fox01	101201	3	6	1	2	101203	20	121051&100;121022&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	14;500;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,penetrate&48	15;600;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,evaBase&15	17;700;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,cri&60	0	0	0	338.7	58	7.97	87	12.2	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	12001	12002	12003	12011	12004	12012	19999	97	12000																												
101203	120	¾ÅÎ²ºü	2	fox02	101201	3	6	1	3	101204	33	121051&300;121023&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	22;1000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,penetrate&96	23;1200;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,evaBase&25	25;1400;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,cri&80	27;1600;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,hit&150	29;1800;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,defCri&30	31;2000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,defCri&60	1166.7	190	25.97	285	42.2	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	12001	12002	12003	12011	12004	12012	19999	98	12000																												
101204	120	¾ÅÎ²ºü	2	fox02	101201	3	6	1	4	101205	48	121051&500;121024&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	35;3000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,penetrate&108	37;3200;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,evaBase&50	39;3400;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,cri&116	42;3600;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,hit&150	44;3800;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,defCri&34	46;4000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,defCri&68	3650.7	586	79.97	879	132.2	0	168	140	90	150	50	0	0	0	0	0	0	0	0	0.6	20	6	12001	12002	12003	12011	12004	12012	19999	99	12000																												
101205	120	¾ÅÎ²ºü	2	fox03	101201	3	6	1	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	50;5000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,penetrate&120	52;5200;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,evaBase&80	54;5400;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,cri&144	56;5600;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,hit&240	58;5800;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,defCri&36	60;6000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,defCri&72	6962.7	1114	151.97	1671	252.2	0	276	256	192	300	100	0	0	0	0	0	0	0	0	0.6	20	6	12001	12002	12003	12011	12004	12012	19999	100	12000																												
101211	121	Ïxºó	2	knife01	101211	2	4	2	1	101212	12	121051&30;121001&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	²»Ãð	Ñ¸¼²	pp7	pp9	pp6	pp15	pp10	pp8	4;300;hpBase&157,attBase&26,defBase&3,wisBase&1,breakArm&24	10;400;hpBase&157,attBase&26,defBase&3,wisBase&1,evaBase&36	0	0	0	0	120.93	15.54	1.97	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	12101	12102	12103	12111	12104	12112	19999	101	12100																												
101212	121	Ïxºó	2	knife01	101211	2	4	2	2	101213	20	121051&100;121002&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	²»Ãð	Ñ¸¼²	pp7	pp9	pp6	pp15	pp10	pp8	14;500;hpBase&314,attBase&52,defBase&6,wisBase&2,breakArm&48	15;600;hpBase&314,attBase&52,defBase&6,wisBase&2,evaBase&54	17;700;hpBase&314,attBase&52,defBase&6,wisBase&2,cri&90	0	0	0	434.93	67.54	7.97	0	2.72	24	0	0	0	0	36	0	0	0	0	0	0	0	0	0	20	6	12101	12102	12103	12111	12104	12112	19999	102	12100																												
101213	121	Ïxºó	2	knife02	101211	2	4	2	3	101214	33	121051&300;121003&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	²»Ãð	Ñ¸¼²	pp7	pp9	pp6	pp15	pp10	pp8	22;1000;hpBase&471,attBase&78,defBase&9,wisBase&3,breakArm&96	23;1200;hpBase&471,attBase&78,defBase&9,wisBase&3,evaBase&90	25;1400;hpBase&471,attBase&78,defBase&9,wisBase&3,cri&120	27;1600;hpBase&471,attBase&78,defBase&9,wisBase&3,hit&100	29;1800;hpBase&471,attBase&78,defBase&9,wisBase&3,suckBloodProp&0.03	31;2000;hpBase&471,attBase&78,defBase&9,wisBase&3,attSpeProp&0.05	1376.93	223.54	25.97	0	8.72	72	0	90	0	0	90	0	0	0	0	0	0	0	0	0	20	6	12101	12102	12103	12111	12104	12112	19999	103	12100																												
101214	121	Ïxºó	2	knife02	101211	2	4	2	4	101215	48	121051&500;121004&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	²»Ãð	Ñ¸¼²	pp7	pp9	pp6	pp15	pp10	pp8	35;3000;hpBase&628,attBase&104,defBase&12,wisBase&4,breakArm&108	37;3200;hpBase&628,attBase&104,defBase&12,wisBase&4,evaBase&180	39;3400;hpBase&628,attBase&104,defBase&12,wisBase&4,cri&174	42;3600;hpBase&628,attBase&104,defBase&12,wisBase&4,hit&100	44;3800;hpBase&628,attBase&104,defBase&12,wisBase&4,suckBloodProp&0.03	46;4000;hpBase&628,attBase&104,defBase&12,wisBase&4,attSpeProp&0.1	4202.93	691.54	79.97	0	26.72	168	0	210	0	100	180	0	0	0	0	0.05	0.03	0	0	0	20	6	12101	12102	12103	12111	12104	12112	19999	104	12100																												
101215	121	Ïxºó	2	knife03	101211	2	4	2	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	²»Ãð	Ñ¸¼²	pp7	pp9	pp6	pp15	pp10	pp8	50;5000;hpBase&785,attBase&130,defBase&15,wisBase&5,breakArm&120	52;5200;hpBase&785,attBase&130,defBase&15,wisBase&5,evaBase&288	54;5400;hpBase&785,attBase&130,defBase&15,wisBase&5,cri&216	56;5600;hpBase&785,attBase&130,defBase&15,wisBase&5,hit&160	58;5800;hpBase&785,attBase&130,defBase&15,wisBase&5,suckBloodProp&0.04	60;6000;hpBase&785,attBase&130,defBase&15,wisBase&5,attSpeProp&0.1	7970.93	1315.54	151.97	0	50.72	276	0	384	0	200	360	0	0	0	0	0.15	0.06	0	0	0	20	6	12101	12102	12103	12111	12104	12112	19999	105	12100																												
101221	122	Ð¡³ó	1	clown01	101221	4	5	1	1	101222	12	121051&30;121031&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	¾øÉ±	Ó¢ÓÂ	pp7	pp9	pp6	pp15	pp13	pp14	4;300;hpBase&179,attBase&23,defBase&6,wisBase&6,breakArm&24	10;400;hpBase&179,attBase&23,defBase&6,wisBase&6,evaBase&20	0	0	0	0	57	15.54	1.97	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	12201	12202	12203	12211	12204	12212	19999	106	12200																												
101222	122	Ð¡³ó	1	clown01	101221	4	5	1	2	101223	20	121051&100;121032&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	¾øÉ±	Ó¢ÓÂ	pp7	pp9	pp6	pp15	pp13	pp14	14;500;hpBase&358,attBase&46,defBase&12,wisBase&12,breakArm&48	15;600;hpBase&358,attBase&46,defBase&12,wisBase&12,evaBase&30	17;700;hpBase&358,attBase&46,defBase&12,wisBase&12,cri&60	0	0	0	415	61.54	13.97	0	13.08	24	0	0	0	0	20	0	0	0	0	0	0	0	0	0	20	6	12201	12202	12203	12211	12204	12212	19999	107	12200																												
101223	122	Ð¡³ó	1	clown02	101221	4	5	1	3	101224	33	121051&300;121033&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	¾øÉ±	Ó¢ÓÂ	pp7	pp9	pp6	pp15	pp13	pp14	22;1000;hpBase&537,attBase&69,defBase&18,wisBase&18,breakArm&96	23;1200;hpBase&537,attBase&69,defBase&18,wisBase&18,evaBase&50	25;1400;hpBase&537,attBase&69,defBase&18,wisBase&18,cri&80	27;1600;hpBase&537,attBase&69,defBase&18,wisBase&18,hit&300	29;1800;hpBase&537,attBase&69,defBase&18,wisBase&18,penetrate&132	31;2000;hpBase&537,attBase&69,defBase&18,wisBase&18,defCri&120	1489	199.54	49.97	0	49.08	72	0	60	0	0	50	0	0	0	0	0	0	0	0	0	20	6	12201	12202	12203	12211	12204	12212	19999	108	12200																												
101224	122	Ð¡³ó	1	clown02	101221	4	5	1	4	101225	48	121051&500;121034&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	¾øÉ±	Ó¢ÓÂ	pp7	pp9	pp6	pp15	pp13	pp14	35;3000;hpBase&716,attBase&92,defBase&24,wisBase&24,breakArm&108	37;3200;hpBase&716,attBase&92,defBase&24,wisBase&24,evaBase&100	39;3400;hpBase&716,attBase&92,defBase&24,wisBase&24,cri&116	42;3600;hpBase&716,attBase&92,defBase&24,wisBase&24,hit&300	44;3800;hpBase&716,attBase&92,defBase&24,wisBase&24,penetrate&132	46;4000;hpBase&716,attBase&92,defBase&24,wisBase&24,defCri&136	4711	613.54	157.97	0	157.08	168	132	140	120	300	100	0	0	0	0	0	0	0	0	0	20	6	12201	12202	12203	12211	12204	12212	19999	109	12200																												
101225	122	Ð¡³ó	1	clown03	101221	4	5	1	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	¾øÉ±	Ó¢ÓÂ	pp7	pp9	pp6	pp15	pp13	pp14	50;5000;hpBase&895,attBase&115,defBase&30,wisBase&30,breakArm&120	52;5200;hpBase&895,attBase&115,defBase&30,wisBase&30,evaBase&160	54;5400;hpBase&895,attBase&115,defBase&30,wisBase&30,cri&144	56;5600;hpBase&895,attBase&115,defBase&30,wisBase&30,hit&480	58;5800;hpBase&895,attBase&115,defBase&30,wisBase&30,penetrate&132	60;6000;hpBase&895,attBase&115,defBase&30,wisBase&30,defCri&144	9007	1165.54	301.97	0	301.08	276	264	256	256	600	200	0	0	0	0	0	0	0	0	0	20	6	12201	12202	12203	12211	12204	12212	19999	110	12200																												
101231	123	ÌØ¹¤	1	wintersoldier01	101231	1	5	1	1	101232	12	121051&30;121011&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	4;300;hpBase&265,attBase&18,defBase&7,wisBase&7,breakArm&20	10;400;hpBase&265,attBase&18,defBase&7,wisBase&7,evaBase&10	0	0	0	0	180	12	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	12301	12302	12303	12311	12304	12312	19999	111	12300																												
101232	123	ÌØ¹¤	1	wintersoldier01	101231	1	5	1	2	101233	20	121051&100;121012&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	14;500;hpBase&530,attBase&36,defBase&14,wisBase&14,breakArm&40	15;600;hpBase&530,attBase&36,defBase&14,wisBase&14,evaBase&15	17;700;hpBase&530,attBase&36,defBase&14,wisBase&14,cri&30	0	0	0	710	48	18	0	18	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	6	12301	12302	12303	12311	12304	12312	19999	112	12300																												
101233	123	ÌØ¹¤	1	wintersoldier02	101231	1	5	1	3	101234	33	121051&300;121013&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	22;1000;hpBase&795,attBase&54,defBase&21,wisBase&21,breakArm&80	23;1200;hpBase&795,attBase&54,defBase&21,wisBase&21,evaBase&25	25;1400;hpBase&795,attBase&54,defBase&21,wisBase&21,cri&40	27;1600;hpBase&795,attBase&54,defBase&21,wisBase&21,hit&100	29;1800;hpBase&795,attBase&54,defBase&21,wisBase&21,defCri&30	31;2000;hpBase&795,attBase&54,defBase&21,wisBase&21,harmReduceProp&0.05	2300	156	60	0	60	60	0	30	0	0	25	0	0	0	0	0	0	0	0	0	20	6	12301	12302	12303	12311	12304	12312	19999	113	12300																												
101234	123	ÌØ¹¤	1	wintersoldier02	101231	1	5	1	4	101235	48	121051&500;121014&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	35;3000;hpBase&1060,attBase&72,defBase&28,wisBase&28,breakArm&90	37;3200;hpBase&1060,attBase&72,defBase&28,wisBase&28,evaBase&50	39;3400;hpBase&1060,attBase&72,defBase&28,wisBase&28,cri&58	42;3600;hpBase&1060,attBase&72,defBase&28,wisBase&28,hit&100	44;3800;hpBase&1060,attBase&72,defBase&28,wisBase&28,defCri&34	46;4000;hpBase&1060,attBase&72,defBase&28,wisBase&28,harmReduceProp&0.1	7070	480	186	0	186	140	0	70	30	100	50	0	0	0	0	0	0	0.05	0	0	20	6	12301	12302	12303	12311	12304	12312	19999	114	12300																												
101235	123	ÌØ¹¤	1	wintersoldier03	101231	1	5	1	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	50;5000;hpBase&1325,attBase&90,defBase&35,wisBase&35,breakArm&100	52;5200;hpBase&1325,attBase&90,defBase&35,wisBase&35,evaBase&80	54;5400;hpBase&1325,attBase&90,defBase&35,wisBase&35,cri&72	56;5600;hpBase&1325,attBase&90,defBase&35,wisBase&35,hit&160	58;5800;hpBase&1325,attBase&90,defBase&35,wisBase&35,defCri&36	60;6000;hpBase&1325,attBase&90,defBase&35,wisBase&35,harmReduceProp&0.1	13430	912	354	0	354	230	0	128	64	200	100	0	0	0	0	0	0	0.15	0	0	20	6	12301	12302	12303	12311	12304	12312	19999	115	12300																												
101241	124	Áú¹ê	1	coba01	101241	1	6	2	1	101242	12	121051&30;121011&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	4;300;hpBase&212,attBase&15,defBase&13,wisBase&1,breakArm&20	10;400;hpBase&212,attBase&15,defBase&13,wisBase&1,evaBase&10	0	0	0	0	144	12	6	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	12401	12402	12403	12411	12404	12412	19999	116	12400																												
101242	124	Áú¹ê	1	coba01	101241	1	6	2	2	101243	20	121051&100;121012&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	14;500;hpBase&424,attBase&30,defBase&26,wisBase&2,breakArm&40	15;600;hpBase&424,attBase&30,defBase&26,wisBase&2,evaBase&15	17;700;hpBase&424,attBase&30,defBase&26,wisBase&2,cri&30	0	0	0	568	42	32	0	3.08	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	6	12401	12402	12403	12411	12404	12412	19999	117	12400																												
101243	124	Áú¹ê	1	coba02	101241	1	6	2	3	101244	33	121051&300;121013&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	22;1000;hpBase&636,attBase&45,defBase&39,wisBase&3,breakArm&80	23;1200;hpBase&636,attBase&45,defBase&39,wisBase&3,evaBase&25	25;1400;hpBase&636,attBase&45,defBase&39,wisBase&3,cri&40	27;1600;hpBase&636,attBase&45,defBase&39,wisBase&3,hit&100	29;1800;hpBase&636,attBase&45,defBase&39,wisBase&3,defCri&30	31;2000;hpBase&636,attBase&45,defBase&39,wisBase&3,harmReduceProp&0.05	1840	132	110	0	9.08	60	0	30	0	0	25	0	0	0	0	0	0	0	0	0	20	6	12401	12402	12403	12411	12404	12412	19999	118	12400																												
101244	124	Áú¹ê	1	coba02	101241	1	6	2	4	101245	48	121051&500;121014&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	35;3000;hpBase&848,attBase&60,defBase&52,wisBase&4,breakArm&90	37;3200;hpBase&848,attBase&60,defBase&52,wisBase&4,evaBase&50	39;3400;hpBase&848,attBase&60,defBase&52,wisBase&4,cri&58	42;3600;hpBase&848,attBase&60,defBase&52,wisBase&4,hit&100	44;3800;hpBase&848,attBase&60,defBase&52,wisBase&4,defCri&34	46;4000;hpBase&848,attBase&60,defBase&52,wisBase&4,harmReduceProp&0.1	5656	402	344	0	27.08	140	0	70	30	100	50	0	0	0	0	0	0	0.05	0	0	20	6	12401	12402	12403	12411	12404	12412	19999	119	12400																												
101245	124	Áú¹ê	1	coba03	101241	1	6	2	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	50;5000;hpBase&1060,attBase&75,defBase&65,wisBase&5,breakArm&100	52;5200;hpBase&1060,attBase&75,defBase&65,wisBase&5,evaBase&80	54;5400;hpBase&1060,attBase&75,defBase&65,wisBase&5,cri&72	56;5600;hpBase&1060,attBase&75,defBase&65,wisBase&5,hit&160	58;5800;hpBase&1060,attBase&75,defBase&65,wisBase&5,defCri&36	60;6000;hpBase&1060,attBase&75,defBase&65,wisBase&5,harmReduceProp&0.1	10744	762	656	0	51.08	230	0	128	64	200	100	0	0	0	0	0	0	0.15	0	0	20	6	12401	12402	12403	12411	12404	12412	19999	120	12400																												
101251	125	´ó²¤ÂÜ	1	fearlord01	101251	1	4	1	1	101252	12	121051&30;121011&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	4;300;hpBase&318,attBase&18,defBase&7,wisBase&3,breakArm&20	10;400;hpBase&318,attBase&18,defBase&7,wisBase&3,evaBase&10	0	0	0	0	216	12	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	12501	12502	12503	12511	12504	12512	19999	121	12500																												
101252	125	´ó²¤ÂÜ	1	fearlord01	101251	1	4	1	2	101253	20	121051&100;121012&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	14;500;hpBase&636,attBase&36,defBase&14,wisBase&6,breakArm&40	15;600;hpBase&636,attBase&36,defBase&14,wisBase&6,evaBase&15	17;700;hpBase&636,attBase&36,defBase&14,wisBase&6,cri&30	0	0	0	852	48	18	0	8	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	6	12501	12502	12503	12511	12504	12512	19999	122	12500																												
101253	125	´ó²¤ÂÜ	1	fearlord02	101251	1	4	1	3	101254	33	121051&300;121013&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	22;1000;hpBase&954,attBase&54,defBase&21,wisBase&9,breakArm&80	23;1200;hpBase&954,attBase&54,defBase&21,wisBase&9,evaBase&25	25;1400;hpBase&954,attBase&54,defBase&21,wisBase&9,cri&40	27;1600;hpBase&954,attBase&54,defBase&21,wisBase&9,hit&100	29;1800;hpBase&954,attBase&54,defBase&21,wisBase&9,defCri&30	31;2000;hpBase&954,attBase&54,defBase&21,wisBase&9,harmReduceProp&0.05	2760	156	60	0	26	60	0	30	0	0	25	0	0	0	0	0	0	0	0	0	20	6	12501	12502	12503	12511	12504	12512	19999	123	12500																												
101254	125	´ó²¤ÂÜ	1	fearlord02	101251	1	4	1	4	101255	48	121051&500;121014&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	35;3000;hpBase&1272,attBase&72,defBase&28,wisBase&12,breakArm&90	37;3200;hpBase&1272,attBase&72,defBase&28,wisBase&12,evaBase&50	39;3400;hpBase&1272,attBase&72,defBase&28,wisBase&12,cri&58	42;3600;hpBase&1272,attBase&72,defBase&28,wisBase&12,hit&100	44;3800;hpBase&1272,attBase&72,defBase&28,wisBase&12,defCri&34	46;4000;hpBase&1272,attBase&72,defBase&28,wisBase&12,harmReduceProp&0.1	8484	480	186	0	80	140	0	70	30	100	50	0	0	0	0	0	0	0.05	0	0	20	6	12501	12502	12503	12511	12504	12512	19999	124	12500																												
101255	125	´ó²¤ÂÜ	1	fearlord03	101251	1	4	1	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	50;5000;hpBase&1590,attBase&90,defBase&35,wisBase&15,breakArm&100	52;5200;hpBase&1590,attBase&90,defBase&35,wisBase&15,evaBase&80	54;5400;hpBase&1590,attBase&90,defBase&35,wisBase&15,cri&72	56;5600;hpBase&1590,attBase&90,defBase&35,wisBase&15,hit&160	58;5800;hpBase&1590,attBase&90,defBase&35,wisBase&15,defCri&36	60;6000;hpBase&1590,attBase&90,defBase&35,wisBase&15,harmReduceProp&0.1	16116	912	354	0	152	230	0	128	64	200	100	0	0	0	0	0	0	0.15	0	0	20	6	12501	12502	12503	12511	12504	12512	19999	125	12500																												
101261	126	µÏÊå	1	didala01	101261	2	1	2	1	101262	12	121051&30;121001&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	4;300;hpBase&112,attBase&26,defBase&3,wisBase&1,breakArm&24	10;400;hpBase&112,attBase&26,defBase&3,wisBase&1,evaBase&12	0	0	0	0	57	15.54	1.97	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	12601	12602	12603	12611	12604	12612	19999	126	12600																												
